Ñâå Çä×Ñêâ,ÇÓå Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÇæÌäêÒê,åäãêÉ Çä×Ñêâ ÙÑÈê,åäãêÉ Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÇæÌäêÒê,ÍÇäÉ Çä×Ñêâ ÙÑÈê,ÍÇäÉ Çä×Ñêâ ÇæÌäêÒê,Çä×èä ÇäçæÏÓê Çä×Ñêâ,Çäåæ×âÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.313867538,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.981355915,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.922971874,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.037873995,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,12.02891662,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.980954773,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,17.85038208,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.963479522,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.174186291,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.234273572,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.469035839,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.702264971,åãÉ ÇäåãÑåÉ
15,ÇäåÏêæÉ ÇäåæèÑÉ / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,12.29214389,åãÉ ÇäåãÑåÉ
15,ÇäåÏêæÉ ÇäåæèÑÉ / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.334099634,åãÉ ÇäåãÑåÉ
15,ÇäåÏêæÉ ÇäåæèÑÉ / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,25.08552485,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.050863405,åãÉ ÇäåãÑåÉ
15,ÇäåÏêæÉ ÇäåæèÑÉ / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,21.98500377,åãÉ ÇäåãÑåÉ
15,ÇäåÏêæÉ ÇäåæèÑÉ / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,9.784246041,åãÉ ÇäåãÑåÉ
15,ÇäåÏêæÉ ÇäåæèÑÉ / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.661380021,åãÉ ÇäåãÑåÉ
15,ÇäåÏêæÉ ÇäåæèÑÉ / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,22.06903766,åãÉ ÇäåãÑåÉ
15,ÇäåÏêæÉ ÇäåæèÑÉ / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.960903148,åãÉ ÇäåãÑåÉ
15,ÇäåÏêæÉ ÇäåæèÑÉ / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.703234568,åãÉ ÇäåãÑåÉ
15,ÇäåÏêæÉ ÇäåæèÑÉ / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.938158611,åãÉ ÇäåãÑåÉ
15,ÇäåÏêæÉ ÇäåæèÑÉ / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.162611664,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.132520546,ÇäåÏêæÉ ÇäåæèÑÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.270664439,ÇäåÏêæÉ ÇäåæèÑÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.14145861,ÇäåÏêæÉ ÇäåæèÑÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.187816462,ÇäåÏêæÉ ÇäåæèÑÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ åÙ ÎÏåÉ,Highway with service road,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,10.86484413,ÇäåÏêæÉ ÇäåæèÑÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,14.12737586,ÇäåÏêæÉ ÇäåæèÑÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.414065052,ÇäåÏêæÉ ÇäåæèÑÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ åÙ ÎÏåÉ,Highway with service road,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,11.76407093,ÇäåÏêæÉ ÇäåæèÑÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ åÙ ÎÏåÉ,Highway with service road,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.359945318,ÇäåÏêæÉ ÇäåæèÑÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ åÙ ÎÏåÉ,Highway with service road,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.681587728,ÇäåÏêæÉ ÇäåæèÑÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ åÙ ÎÏåÉ,Highway with service road,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.503102439,ÇäåÏêæÉ ÇäåæèÑÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.411559169,ÇäåÏêæÉ ÇäåæèÑÉ
15,Çä×ÇÆá  /  åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.290473542,åãÉ ÇäåãÑåÉ
15,Çä×ÇÆá  /  åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.99210482,åãÉ ÇäåãÑåÉ
15,Çä×ÇÆá  /  åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.999503044,åãÉ ÇäåãÑåÉ
15,ÙâÈÉ Çä×ÇÆá / åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.151747288,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.445793725,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.085799496,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.085963967,åãÉ ÇäåãÑåÉ
15,Çä×ÇÆá  /  åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.909369432,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ  /  Çä×ÇÆá,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,19.56408792,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.385339344,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ /  Çä×ÇÆá,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.619197498,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.302136634,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.062228971,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.243330338,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.051242121,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.04377321,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.082584608,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.050439922,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.039335983,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.046886836,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.03786264,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.039978887,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.048467583,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.047434231,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.661510238,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.753920201,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.12340363,åãÉ ÇäåãÑåÉ
15,Çä×ÇÆá  /  åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.667711374,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.230159496,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.050046306,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.198552725,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.067350945,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.086407893,åãÉ ÇäåãÑåÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.393519446,åãÉ ÇäåãÑåÉ
15,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,13.05774976,åãÉ ÇäåãÑåÉ
15,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,16.14998275,åãÉ ÇäåãÑåÉ
15,Çä×ÇÆá  /  åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.810992772,åãÉ ÇäåãÑåÉ
15,Çä×ÇÆá  /  åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.540731021,åãÉ ÇäåãÑåÉ
15,åãÉ ÇäåãÑåÉ / ÇäåÏêæÉ ÇäåæèÑÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.113293198,ÇäåÏêæÉ ÇäåæèÑÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.446198159,ÇäåÏêæÉ ÇäåæèÑÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.05109615,ÇäåÏêæÉ ÇäåæèÑÉ
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.108448292,ÊÈèã
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.095690284,ÊÈèã
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.101276067,ÊÈèã
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.054418369,ÊÈèã
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.805202727,ÊÈèã
70,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.770285555,ÊÈèã
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.86578252,ÊÈèã
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.620910904,ÊÈèã
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.648439875,ÊÈèã
70,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.634570848,ÊÈèã
70,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.621532878,ÊÈèã
70,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.712556555,ÊÈèã
70,ÇäÙäÇ / ÍÇÆä,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.88652367,ÊÈèã
15,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.066534742,ÊÈèã
